buy #,Symbol,b/s,buy date,purchase price,purchase qty,COGS,sell #,Symbol,b/s,sell date,sell price,sell qty,Revenue,fee,net sale,gain/loss $,gain/loss %,days held,G/L,Week
1597,TVIX,B,1/31/2019,(41.2400),20,-824.800,1598,TVIX,S,1/31/2019,41.3501 ,20,827.002,0.030,826.972,2.202,0.267%,0,G,5
1613,WDC,B,1/31/2019,(44.5600),40,-1782.400,1621,WDC,S,1/31/2019,44.9800 ,40,1799.200,0.040,1799.160,16.800,0.943%,0,G,5
1571,YUM,B,1/31/2019,(93.0900),20,-1861.800,1586,YUM,S,1/31/2019,93.5900 ,20,1871.800,0.040,1871.760,10.000,0.537%,0,G,5
1655,ABT,B,2/1/2019,(72.4600),20,-1449.200,1676,ABT,S,2/1/2019,72.3250 ,20,1446.500,0.030,1446.470,-2.700,-0.186%,0,L,5
1654,AMAT,B,2/1/2019,(39.5900),20,-791.800,1674,AMAT,S,2/1/2019,39.6801 ,20,793.602,0.030,793.572,1.802,0.228%,0,G,5
1634,AMZN,B,2/1/2019,"(1,638.4500)",1,-1638.450,1653,AMZN,S,2/1/2019,"1,648.0000 ",1,1648.000,0.040,1647.960,9.550,0.583%,0,G,5
1625,BAC,B,2/1/2019,(28.5500),50,-1427.500,1647,BAC,S,2/1/2019,28.8002 ,50,1440.010,0.030,1439.980,12.510,0.876%,0,G,5
1658,BAC,B,2/1/2019,(28.7200),50,-1436.000,1660,BAC,S,2/1/2019,28.6801 ,50,1434.005,0.030,1433.975,-1.995,-0.139%,0,L,5
1669,BAC,B,2/1/2019,(28.6300),50,-1431.500,1673,BAC,S,2/1/2019,28.6401 ,50,1432.005,0.030,1431.975,0.505,0.035%,0,G,5
1667,CGC,B,2/1/2019,(49.9473),20,-998.946,1677,CGC,S,2/1/2019,49.7401 ,20,994.802,0.030,994.772,-4.144,-0.415%,0,L,5
1632,CME,B,2/1/2019,(182.2800),10,-1822.800,1645,CME,S,2/1/2019,184.4112 ,10,1844.112,0.040,1844.072,21.312,1.169%,0,G,5
1626,ETSY,B,2/1/2019,(55.1000),30,-1653.000,1636,ETSY,S,2/1/2019,54.3349 ,30,1630.047,0.040,1630.007,-22.953,-1.389%,0,L,5
1627,INTC,B,2/1/2019,(47.0800),30,-1412.400,1644,INTC,S,2/1/2019,48.3801 ,30,1451.403,0.030,1451.373,39.003,2.761%,0,G,5
1668,IRM,B,2/1/2019,(36.3798),30,-1091.394,1709,IRM,S,2/1/2019,36.4701 ,30,1094.103,0.030,1094.073,2.709,0.248%,0,G,5
1713,IRM,B,2/1/2019,(36.5000),40,-1460.000,1722,IRM,S,2/1/2019,36.5200 ,40,1460.800,0.030,1460.770,0.800,0.055%,0,G,5
1657,KO,B,2/1/2019,(48.5300),20,-970.600,1720,KO,S,2/1/2019,48.6500 ,20,973.000,0.030,972.970,2.400,0.247%,0,G,5
1630,KR,B,2/1/2019,(28.3900),50,-1419.500,1637,KR,S,2/1/2019,28.1501 ,50,1407.505,0.030,1407.475,-11.995,-0.845%,0,L,5
1642,KR,B,2/1/2019,(28.0650),40,-1122.600,1651,KR,S,2/1/2019,28.0100 ,40,1120.400,0.030,1120.370,-2.200,-0.196%,0,L,5
1631,MSFT,B,2/1/2019,(104.5550),12,-1254.660,1640,MSFT,S,2/1/2019,103.7450 ,12,1244.940,0.030,1244.910,-9.720,-0.775%,0,L,5
1714,MSFT,B,2/1/2019,(102.7250),15,-1540.875,1725,MSFT,S,2/1/2019,102.7800 ,15,1541.700,0.040,1541.660,0.825,0.054%,0,G,5
1633,MU,B,2/1/2019,(38.2881),40,-1531.524,1643,MU,S,2/1/2019,39.7701 ,40,1590.804,0.040,1590.764,59.280,3.871%,0,G,5
1684,MU,B,2/1/2019,(39.5400),50,-1977.000,1721,MU,S,2/1/2019,39.5601 ,50,1978.005,0.040,1977.965,1.005,0.051%,0,G,5
1663,NBEV,B,2/1/2019,(7.2399),100,-723.990,1666,NBEV,S,2/1/2019,7.1721 ,100,717.210,0.020,717.190,-6.780,-0.936%,0,L,5
1629,NFLX,B,2/1/2019,(338.9900),5,-1694.950,1646,NFLX,S,2/1/2019,343.6050 ,5,1718.025,0.040,1717.985,23.075,1.361%,0,G,5
1715,NFLX,B,2/1/2019,(340.1500),5,-1700.750,1717,NFLX,S,2/1/2019,338.8500 ,5,1694.250,0.040,1694.210,-6.500,-0.382%,0,L,5
1639,NKE,B,2/1/2019,(81.6000),20,-1632.000,1650,NKE,S,2/1/2019,81.3001 ,20,1626.002,0.040,1625.962,-5.998,-0.368%,0,L,5
1662,NKE,B,2/1/2019,(81.3700),20,-1627.400,1679,NKE,S,2/1/2019,81.4000 ,20,1628.000,0.030,1627.970,0.600,0.037%,0,G,5
1665,NKE,B,2/1/2019,(81.6100),20,-1632.200,1679,NKE,S,2/1/2019,81.4000 ,20,1628.000,0.030,1627.970,-4.200,-0.257%,0,L,5
1683,NKE,B,2/1/2019,(81.3000),20,-1626.000,1694,NKE,S,2/1/2019,81.2001 ,20,1624.002,0.040,1623.962,-1.998,-0.123%,0,L,5
1701,NKE,B,2/1/2019,(81.2700),20,-1625.400,1704,NKE,S,2/1/2019,81.2301 ,20,1624.602,0.040,1624.562,-0.798,-0.049%,0,L,5
1712,NKE,B,2/1/2019,(81.3700),20,-1627.400,1724,NKE,S,2/1/2019,81.3610 ,20,1627.220,0.040,1627.180,-0.180,-0.011%,0,L,5
1681,O,B,2/1/2019,(67.4700),20,-1349.400,1707,O,S,2/1/2019,67.4300 ,20,1348.600,0.030,1348.570,-0.800,-0.059%,0,L,5
1638,PEGI,B,2/1/2019,(21.0499),50,-1052.495,1652,PEGI,S,2/1/2019,21.1901 ,50,1059.505,0.030,1059.475,7.010,0.666%,0,G,5
1686,PEGI,B,2/1/2019,(21.1700),50,-1058.500,1692,PEGI,S,2/1/2019,21.1301 ,50,1056.505,0.030,1056.475,-1.995,-0.188%,0,L,5
1699,PFE,B,2/1/2019,(42.8050),40,-1712.200,1718,PFE,S,2/1/2019,42.8450 ,40,1713.800,0.040,1713.760,1.600,0.093%,0,G,5
1659,PG,B,2/1/2019,(96.9400),10,-969.400,1675,PG,S,2/1/2019,97.2102 ,10,972.102,0.030,972.072,2.702,0.279%,0,G,5
1680,PG,B,2/1/2019,(97.0897),10,-970.897,1708,PG,S,2/1/2019,97.1202 ,10,971.202,0.030,971.172,0.305,0.031%,0,G,5
1656,SBUX,B,2/1/2019,(68.7500),20,-1375.000,1664,SBUX,S,2/1/2019,68.3410 ,20,1366.820,0.030,1366.790,-8.180,-0.595%,0,L,5
1670,SH,B,2/1/2019,(29.0200),20,-580.400,1672,SH,S,2/1/2019,29.0101 ,20,580.202,0.020,580.182,-0.198,-0.034%,0,L,5
1628,T,B,2/1/2019,(30.1500),40,-1206.000,1649,T,S,2/1/2019,30.0501 ,40,1202.004,0.030,1201.974,-3.996,-0.331%,0,L,5
1690,T,B,2/1/2019,(30.0400),20,-600.800,1695,T,S,2/1/2019,29.9200 ,20,598.400,0.020,598.380,-2.400,-0.399%,0,L,5
1635,TCEHY,B,2/1/2019,(44.3000),30,-1329.000,1641,TCEHY,S,2/1/2019,44.0300 ,30,1320.900,0.030,1320.870,-8.100,-0.609%,0,L,5
1678,TCEHY,B,2/1/2019,(44.3100),20,-886.200,1706,TCEHY,S,2/1/2019,44.2400 ,20,884.800,0.020,884.780,-1.400,-0.158%,0,L,5
1682,TCEHY,B,2/1/2019,(44.3400),10,-443.400,1706,TCEHY,S,2/1/2019,44.2400 ,10,442.400,0.010,442.390,-1.000,-0.226%,0,L,5
1689,TMUS,B,2/1/2019,(69.6500),20,-1393.000,1705,TMUS,S,2/1/2019,69.5200 ,20,1390.400,0.030,1390.370,-2.600,-0.187%,0,L,5
1687,TVIX,B,2/1/2019,(39.8897),20,-797.794,1688,TVIX,S,2/1/2019,39.5500 ,20,791.000,0.030,790.970,-6.794,-0.852%,0,L,5
1691,TVIX,B,2/1/2019,(39.6200),20,-792.400,1693,TVIX,S,2/1/2019,39.9901 ,20,799.802,0.030,799.772,7.402,0.934%,0,G,5
1697,TVIX,B,2/1/2019,(39.5994),40,-1583.976,1698,TVIX,S,2/1/2019,39.3709 ,40,1574.836,0.040,1574.796,-9.140,-0.577%,0,L,5
1702,TVIX,B,2/1/2019,(39.4291),20,-788.582,1710,TVIX,S,2/1/2019,39.4001 ,20,788.002,0.030,787.972,-0.580,-0.074%,0,L,5
1685,VFC,B,2/1/2019,(83.8595),20,-1677.190,1696,VFC,S,2/1/2019,83.6801 ,20,1673.602,0.040,1673.562,-3.588,-0.214%,0,L,5
1703,VXXB,B,2/1/2019,(35.1896),20,-703.792,1711,VXXB,S,2/1/2019,35.1601 ,20,703.202,0.020,703.182,-0.590,-0.084%,0,L,5
1623,VZ,B,2/1/2019,(55.0200),20,-1100.400,1648,VZ,S,2/1/2019,54.7700 ,20,1095.400,0.030,1095.370,-5.000,-0.454%,0,L,5
1661,VZ,B,2/1/2019,(54.7100),20,-1094.200,1671,VZ,S,2/1/2019,54.7301 ,20,1094.602,0.030,1094.572,0.402,0.037%,0,G,5
1716,VZ,B,2/1/2019,(54.6600),20,-1093.200,1719,VZ,S,2/1/2019,54.5801 ,20,1091.602,0.030,1091.572,-1.598,-0.146%,0,L,5
1700,YUM,B,2/1/2019,(94.1300),20,-1882.600,1723,YUM,S,2/1/2019,94.0101 ,20,1880.202,0.040,1880.162,-2.398,-0.127%,0,L,5
1778,ABT,B,2/4/2019,(72.6200),20,-1452.400,1809,ABT,S,2/5/2019,73.1000 ,20,1462.000,0.030,1461.970,9.600,0.661%,1,G,6
1741,AMAT,B,2/4/2019,(38.6800),50,-1934.000,1768,AMAT,S,2/4/2019,38.8601 ,50,1943.005,0.040,1942.965,9.005,0.466%,0,G,6
1780,AMAT,B,2/4/2019,(38.7500),30,-1162.500,1792,AMAT,S,2/4/2019,38.8900 ,30,1166.700,0.030,1166.670,4.200,0.361%,0,G,6
1746,AMD,B,2/4/2019,(24.4097),50,-1220.485,1751,AMD,S,2/4/2019,24.2403 ,50,1212.015,0.030,1211.985,-8.470,-0.694%,0,L,6
1773,AMD,B,2/4/2019,(24.3297),40,-973.188,1775,AMD,S,2/4/2019,24.2902 ,40,971.608,0.030,971.578,-1.580,-0.162%,0,L,6
1748,ATVI,B,2/4/2019,(46.5699),30,-1397.097,1767,ATVI,S,2/4/2019,46.7301 ,30,1401.903,0.030,1401.873,4.806,0.344%,0,G,6
1734,AVGO,B,2/4/2019,(267.6199),10,-2676.199,1744,AVGO,S,2/4/2019,265.1701 ,10,2651.701,0.050,2651.651,-24.498,-0.915%,0,L,6
1726,BAC,B,2/4/2019,(28.4100),50,-1420.500,1755,BAC,S,2/4/2019,28.8500 ,50,1442.500,0.030,1442.470,22.000,1.549%,0,G,6
1785,CGC,B,2/4/2019,(49.3000),20,-986.000,1789,CGC,S,2/4/2019,49.5811 ,20,991.622,0.020,991.602,5.622,0.570%,0,G,6
1788,CGC,B,2/4/2019,(49.3997),20,-987.994,1789,CGC,S,2/4/2019,49.5811 ,20,991.622,0.020,991.602,3.628,0.367%,0,G,6
1774,ETSY,B,2/4/2019,(54.7200),20,-1094.400,1803,ETSY,S,2/5/2019,57.4101 ,20,1148.202,0.030,1148.172,53.802,4.916%,1,G,6
1754,FSLR,B,2/4/2019,(48.7200),30,-1461.600,1760,FSLR,S,2/4/2019,48.9009 ,30,1467.027,0.030,1466.997,5.427,0.371%,0,G,6
1747,GWW,B,2/4/2019,(293.3238),5,-1466.619,1756,GWW,S,2/4/2019,296.3780 ,5,1481.890,0.030,1481.860,15.271,1.041%,0,G,6
1738,INTC,B,2/4/2019,(48.5598),40,-1942.392,1761,INTC,S,2/4/2019,48.9119 ,40,1956.476,0.040,1956.436,14.084,0.725%,0,G,6
1779,INTC,B,2/4/2019,(49.0300),30,-1470.900,1807,INTC,S,2/5/2019,49.9010 ,30,1497.030,0.030,1497.000,26.130,1.776%,1,G,6
1729,IRM,B,2/4/2019,(36.6200),50,-1831.000,1766,IRM,S,2/4/2019,36.6806 ,50,1834.030,0.040,1833.990,3.030,0.165%,0,G,6
1740,KO,B,2/4/2019,(48.7500),40,-1950.000,1757,KO,S,2/4/2019,49.1706 ,40,1966.824,0.040,1966.784,16.824,0.863%,0,G,6
1786,KO,B,2/4/2019,(49.2000),40,-1968.000,1825,KO,S,2/5/2019,49.3303 ,40,1973.212,0.040,1973.172,5.212,0.265%,1,G,6
1733,MU,B,2/4/2019,(38.9999),20,-779.998,1764,MU,S,2/4/2019,39.3801 ,20,787.602,0.020,787.582,7.604,0.975%,0,G,6
1743,MU,B,2/4/2019,(38.9285),20,-778.570,1764,MU,S,2/4/2019,39.3801 ,20,787.602,0.020,787.582,9.032,1.160%,0,G,6
1730,NKE,B,2/4/2019,(81.3600),20,-1627.200,1763,NKE,S,2/4/2019,81.6603 ,20,1633.206,0.040,1633.166,6.006,0.369%,0,G,6
1777,NKE,B,2/4/2019,(81.8200),30,-2454.600,1790,NKE,S,2/4/2019,81.9601 ,30,2458.803,0.050,2458.753,4.203,0.171%,0,G,6
1727,PEGI,B,2/4/2019,(20.8900),70,-1462.300,1745,PEGI,S,2/4/2019,20.9010 ,70,1463.070,0.030,1463.040,0.770,0.053%,0,G,6
1784,PEGI,B,2/4/2019,(20.9900),30,-629.700,1820,PEGI,S,2/5/2019,21.0601 ,30,631.803,0.020,631.783,2.103,0.334%,1,G,6
1787,PEGI,B,2/4/2019,(21.0294),30,-630.882,1820,PEGI,S,2/5/2019,21.0601 ,30,631.803,0.010,631.793,0.921,0.146%,1,G,6
1783,PFE,B,2/4/2019,(42.2950),30,-1268.850,1791,PFE,S,2/4/2019,42.4250 ,30,1272.750,0.030,1272.720,3.900,0.307%,0,G,6
1732,PG,B,2/4/2019,(97.3699),20,-1947.398,1758,PG,S,2/4/2019,97.5800 ,20,1951.600,0.030,1951.570,4.202,0.216%,0,G,6
1750,PG,B,2/4/2019,(97.1785),10,-971.785,1758,PG,S,2/4/2019,97.5800 ,10,975.800,0.020,975.780,4.015,0.413%,0,G,6
1739,SBUX,B,2/4/2019,(67.7198),20,-1354.396,1742,SBUX,S,2/4/2019,67.4001 ,20,1348.002,0.030,1347.972,-6.394,-0.472%,0,L,6
1752,SBUX,B,2/4/2019,(67.3100),20,-1346.200,1759,SBUX,S,2/4/2019,67.2506 ,20,1345.012,0.030,1344.982,-1.188,-0.088%,0,L,6
1781,SBUX,B,2/4/2019,(67.5100),3,-202.530,1796,SBUX,S,2/5/2019,67.6600 ,3,202.980,0.020,202.960,0.450,0.222%,1,G,6
1781,SBUX,B,2/4/2019,(67.5100),17,-1147.670,1808,SBUX,S,2/5/2019,68.2500 ,17,1160.250,0.030,1160.220,12.580,1.096%,1,G,6
1728,T,B,2/4/2019,(30.0584),4,-120.234,1735,T,S,2/4/2019,29.8000 ,4,119.200,0.020,119.180,-1.034,-0.860%,0,L,6
1728,T,B,2/4/2019,(30.0584),46,-1382.686,1736,T,S,2/4/2019,29.8000 ,46,1370.800,0.030,1370.770,-11.886,-0.860%,0,L,6
1749,T,B,2/4/2019,(29.8399),40,-1193.596,1762,T,S,2/4/2019,29.7301 ,40,1189.204,0.030,1189.174,-4.392,-0.368%,0,L,6
1776,T,B,2/4/2019,(29.7800),30,-893.400,1782,T,S,2/4/2019,29.6100 ,30,888.300,0.030,888.270,-5.100,-0.571%,0,L,6
1731,TCEHY,B,2/4/2019,(44.2500),40,-1770.000,1765,TCEHY,S,2/4/2019,44.6200 ,40,1784.800,0.040,1784.760,14.800,0.836%,0,G,6
1769,TVIX,B,2/4/2019,(37.0600),20,-741.200,1770,TVIX,S,2/4/2019,37.1604 ,20,743.208,0.020,743.188,2.008,0.271%,0,G,6
1771,TVIX,B,2/4/2019,(37.2698),20,-745.396,1772,TVIX,S,2/4/2019,37.1101 ,20,742.202,0.020,742.182,-3.194,-0.428%,0,L,6
1737,VZ,B,2/4/2019,(54.5400),30,-1636.200,1753,VZ,S,2/4/2019,54.1401 ,30,1624.203,0.040,1624.163,-11.997,-0.733%,0,L,6
1828,ABT,B,2/5/2019,(72.9100),20,-1458.200,1901,ABT,S,2/6/2019,73.5050 ,20,1470.100,0.030,1470.070,11.900,0.816%,1,G,6
1797,AMAT,B,2/5/2019,(39.0000),40,-1560.000,1819,AMAT,S,2/5/2019,39.1501 ,40,1566.004,0.040,1565.964,6.004,0.385%,0,G,6
1846,AMAT,B,2/5/2019,(39.1600),40,-1566.400,1848,AMAT,S,2/5/2019,39.0701 ,40,1562.804,0.040,1562.764,-3.596,-0.230%,0,L,6
1793,BAC,B,2/5/2019,(28.9000),50,-1445.000,1811,BAC,S,2/5/2019,28.6801 ,50,1434.005,0.020,1433.985,-10.995,-0.761%,0,L,6
1800,BAC,B,2/5/2019,(28.8800),6,-173.280,1811,BAC,S,2/5/2019,28.6801 ,6,172.081,0.010,172.071,-1.199,-0.692%,0,L,6
1801,BAC,B,2/5/2019,(28.8900),14,-404.460,1811,BAC,S,2/5/2019,28.6801 ,14,401.521,0.010,401.511,-2.939,-0.727%,0,L,6
1827,BAC,B,2/5/2019,(28.6400),50,-1432.000,1850,BAC,S,2/5/2019,28.7201 ,50,1436.005,0.030,1435.975,4.005,0.280%,0,G,6
1795,CME,B,2/5/2019,(181.4400),10,-1814.400,1823,CME,S,2/5/2019,177.3500 ,10,1773.500,0.040,1773.460,-40.900,-2.254%,0,L,6
1798,CRON,B,2/5/2019,(22.1337),2,-44.267,1812,CRON,S,2/5/2019,22.7300 ,2,45.460,0.020,45.440,1.193,2.694%,0,G,6
1798,CRON,B,2/5/2019,(22.1337),48,-1062.418,1813,CRON,S,2/5/2019,22.7218 ,48,1090.646,0.030,1090.616,28.229,2.657%,0,G,6
1831,FAST,B,2/5/2019,(61.2298),20,-1224.596,1851,FAST,S,2/5/2019,61.6350 ,20,1232.700,0.030,1232.670,8.104,0.662%,0,G,6
1814,FSLR,B,2/5/2019,(49.3700),20,-987.400,1822,FSLR,S,2/5/2019,49.1915 ,20,983.830,0.030,983.800,-3.570,-0.362%,0,L,6
1805,IRM,B,2/5/2019,(36.8993),50,-1844.965,1818,IRM,S,2/5/2019,36.7607 ,50,1838.035,0.040,1837.995,-6.930,-0.376%,0,L,6
1829,IRM,B,2/5/2019,(36.7700),40,-1470.800,1838,IRM,S,2/5/2019,36.7201 ,40,1468.804,0.030,1468.774,-1.996,-0.136%,0,L,6
1839,KO,B,2/5/2019,(49.2599),30,-1477.797,1922,KO,S,2/7/2019,49.0550 ,30,1471.650,0.030,1471.620,-6.147,-0.416%,2,L,6
1799,MU,B,2/5/2019,(39.3900),40,-1575.600,1806,MU,S,2/5/2019,40.2301 ,40,1609.204,0.040,1609.164,33.604,2.133%,0,G,6
1830,MU,B,2/5/2019,(39.3900),50,-1969.500,1861,MU,S,2/6/2019,41.0600 ,50,2053.000,0.040,2052.960,83.500,4.240%,1,G,6
1815,NKE,B,2/5/2019,(82.8900),20,-1657.800,1817,NKE,S,2/5/2019,82.7601 ,20,1655.202,0.040,1655.162,-2.598,-0.157%,0,L,6
1835,NKE,B,2/5/2019,(82.8100),20,-1656.200,1885,NKE,S,2/6/2019,81.8200 ,20,1636.400,0.040,1636.360,-19.800,-1.196%,1,L,6
1833,O,B,2/5/2019,(68.7199),20,-1374.398,1840,O,S,2/5/2019,68.9701 ,20,1379.402,0.030,1379.372,5.004,0.364%,0,G,6
1821,PFE,B,2/5/2019,(42.5950),20,-851.900,1824,PFE,S,2/5/2019,42.4000 ,20,848.000,0.030,847.970,-3.900,-0.458%,0,L,6
1841,PFE,B,2/5/2019,(42.2350),20,-844.700,1847,PFE,S,2/5/2019,42.1750 ,20,843.500,0.040,843.460,-1.200,-0.142%,0,L,6
1843,PFE,B,2/5/2019,(42.2050),20,-844.100,1847,PFE,S,2/5/2019,42.1750 ,20,843.500,0.040,843.460,-0.600,-0.071%,0,L,6
1802,PG,B,2/5/2019,(97.9100),15,-1468.650,1826,PG,S,2/5/2019,97.7801 ,15,1466.702,0.030,1466.672,-1.948,-0.133%,0,L,6
1842,PG,B,2/5/2019,(97.7300),10,-977.300,1849,PG,S,2/5/2019,97.4701 ,10,974.701,0.040,974.661,-2.599,-0.266%,0,L,6
1844,PG,B,2/5/2019,(97.7100),10,-977.100,1849,PG,S,2/5/2019,97.4701 ,10,974.701,0.040,974.661,-2.399,-0.246%,0,L,6
1794,T,B,2/5/2019,(29.7000),50,-1485.000,1816,T,S,2/5/2019,29.5200 ,50,1476.000,0.030,1475.970,-9.000,-0.606%,0,L,6
1832,T,B,2/5/2019,(29.5600),40,-1182.400,1834,T,S,2/5/2019,29.5601 ,40,1182.404,0.030,1182.374,0.004,0.000%,0,G,6
1845,T,B,2/5/2019,(29.6100),2,-59.220,1914,T,S,2/7/2019,29.4000 ,2,58.800,0.020,58.780,-0.420,-0.709%,2,L,6
1845,T,B,2/5/2019,(29.6100),48,-1421.280,1915,T,S,2/7/2019,29.4002 ,48,1411.210,0.030,1411.180,-10.070,-0.709%,2,L,6
1836,TVIX,B,2/5/2019,(36.3100),20,-726.200,1837,TVIX,S,2/5/2019,36.2910 ,20,725.820,0.020,725.800,-0.380,-0.052%,0,L,6
1804,VZ,B,2/5/2019,(54.0199),20,-1080.398,1810,VZ,S,2/5/2019,53.6501 ,20,1073.002,0.030,1072.972,-7.396,-0.685%,0,L,6
1870,ADBE,B,2/6/2019,(254.5778),5,-1272.889,1918,ADBE,S,2/7/2019,250.5001 ,5,1252.501,0.030,1252.471,-20.388,-1.602%,1,L,6
1860,BAC,B,2/6/2019,(28.8400),50,-1442.000,1882,BAC,S,2/6/2019,28.5801 ,50,1429.005,0.030,1428.975,-12.995,-0.901%,0,L,6
1897,BAC,B,2/6/2019,(28.7100),35,-1004.850,1920,BAC,S,2/7/2019,28.4700 ,35,996.450,0.030,996.420,-8.400,-0.836%,1,L,6
1897,BAC,B,2/6/2019,(28.7100),15,-430.650,1921,BAC,S,2/7/2019,28.4701 ,15,427.052,0.020,427.032,-3.599,-0.836%,1,L,6
1855,CGC,B,2/6/2019,(47.6605),20,-953.210,1866,CGC,S,2/6/2019,46.5501 ,20,931.002,0.030,930.972,-22.208,-2.330%,0,L,6
1889,CRM,B,2/6/2019,(156.2800),10,-1562.800,1903,CRM,S,2/6/2019,157.9601 ,10,1579.601,0.040,1579.561,16.801,1.075%,0,G,6
1854,GLD,B,2/6/2019,(124.2200),10,-1242.200,1895,GLD,S,2/6/2019,123.9450 ,10,1239.450,0.030,1239.420,-2.750,-0.221%,0,L,6
1899,HAS,B,2/6/2019,(91.1300),20,-1822.600,1907,HAS,S,2/6/2019,91.3102 ,20,1826.204,0.040,1826.164,3.604,0.198%,0,G,6
1887,INTC,B,2/6/2019,(50.1299),30,-1503.897,1927,INTC,S,2/7/2019,49.4900 ,30,1484.700,0.030,1484.670,-19.197,-1.276%,1,L,6
1875,IRM,B,2/6/2019,(36.8100),50,-1840.500,1888,IRM,S,2/6/2019,36.6902 ,50,1834.510,0.040,1834.470,-5.990,-0.325%,0,L,6
1873,KR,B,2/6/2019,(28.2697),30,-848.091,1912,KR,S,2/7/2019,28.2100 ,30,846.300,0.030,846.270,-1.791,-0.211%,1,L,6
1891,MSFT,B,2/6/2019,(105.9950),10,-1059.950,1919,MSFT,S,2/7/2019,105.0050 ,10,1050.050,0.030,1050.020,-9.900,-0.934%,1,L,6
1853,NBEV,B,2/6/2019,(7.1700),200,-1434.000,1871,NBEV,S,2/6/2019,6.9642 ,200,1392.840,0.040,1392.800,-41.160,-2.870%,0,L,6
1890,NFLX,B,2/6/2019,(350.8000),10,-3508.000,1902,NFLX,S,2/6/2019,352.4901 ,10,3524.901,0.060,3524.841,16.901,0.482%,0,G,6
1876,O,B,2/6/2019,(69.0900),20,-1381.800,1908,O,S,2/6/2019,69.1750 ,20,1383.500,0.030,1383.470,1.700,0.123%,0,G,6
1900,PEGI,B,2/6/2019,(21.0498),40,-841.992,1923,PEGI,S,2/7/2019,20.8400 ,40,833.600,0.030,833.570,-8.392,-0.997%,1,L,6
1864,PFE,B,2/6/2019,(41.9299),30,-1257.897,1904,PFE,S,2/6/2019,42.3450 ,30,1270.350,0.030,1270.320,12.453,0.990%,0,G,6
1857,PG,B,2/6/2019,(97.2000),10,-972.000,1905,PG,S,2/6/2019,98.0201 ,10,980.201,0.030,980.171,8.201,0.844%,0,G,6
1858,SBUX,B,2/6/2019,(68.9799),30,-2069.397,1952,SBUX,S,2/7/2019,68.7402 ,30,2062.206,0.040,2062.166,-7.191,-0.347%,1,L,6
1852,SQ,B,2/6/2019,(72.9100),20,-1458.200,1863,SQ,S,2/6/2019,71.4301 ,20,1428.602,0.030,1428.572,-29.598,-2.030%,0,L,6
1868,SQ,B,2/6/2019,(71.9400),10,-719.400,1877,SQ,S,2/6/2019,70.8601 ,10,708.601,0.020,708.581,-10.799,-1.501%,0,L,6
1869,SQ,B,2/6/2019,(71.9400),10,-719.400,1877,SQ,S,2/6/2019,70.8601 ,10,708.601,0.010,708.591,-10.799,-1.501%,0,L,6
1867,TCEHY,B,2/6/2019,(45.4800),1,-45.480,1880,TCEHY,S,2/6/2019,45.0650 ,1,45.065,0.020,45.045,-0.415,-0.912%,0,L,6
1867,TCEHY,B,2/6/2019,(45.4800),49,-2228.520,1881,TCEHY,S,2/6/2019,45.0500 ,49,2207.450,0.040,2207.410,-21.070,-0.945%,0,L,6
1865,TMUS,B,2/6/2019,(67.0095),50,-3350.475,1883,TMUS,S,2/6/2019,66.5901 ,50,3329.505,0.060,3329.445,-20.970,-0.626%,0,L,6
1893,TMUS,B,2/6/2019,(66.9800),20,-1339.600,1913,TMUS,S,2/7/2019,65.9015 ,20,1318.030,0.030,1318.000,-21.570,-1.610%,1,L,6
1856,TVIX,B,2/6/2019,(35.9900),40,-1439.600,1872,TVIX,S,2/6/2019,35.4503 ,40,1418.012,0.030,1417.982,-21.588,-1.500%,0,L,6
1878,TVIX,B,2/6/2019,(36.6499),20,-732.998,1879,TVIX,S,2/6/2019,36.6302 ,20,732.604,0.020,732.584,-0.394,-0.054%,0,L,6
1862,VXXB,B,2/6/2019,(33.3995),20,-667.990,1874,VXXB,S,2/6/2019,33.2605 ,20,665.210,0.020,665.190,-2.780,-0.416%,0,L,6
1884,VXXB,B,2/6/2019,(33.8095),50,-1690.475,1886,VXXB,S,2/6/2019,33.7001 ,50,1685.005,0.040,1684.965,-5.470,-0.324%,0,L,6
1894,VXXB,B,2/6/2019,(33.3099),35,-1165.847,1896,VXXB,S,2/6/2019,33.1800 ,35,1161.300,0.030,1161.270,-4.546,-0.390%,0,L,6
1859,VZ,B,2/6/2019,(54.1900),30,-1625.700,1898,VZ,S,2/6/2019,54.0001 ,30,1620.003,0.040,1619.963,-5.697,-0.350%,0,L,6
1892,YUM,B,2/6/2019,(94.1800),20,-1883.600,1906,YUM,S,2/6/2019,94.5002 ,20,1890.004,0.040,1889.964,6.404,0.340%,0,G,6
1982,ABT,B,2/7/2019,(72.0750),3,-216.225,2001,ABT,S,2/7/2019,72.7300 ,3,218.190,0.020,218.170,1.965,0.909%,0,G,6
1982,ABT,B,2/7/2019,(72.0750),17,-1225.275,2015,ABT,S,2/8/2019,72.7300 ,17,1236.410,0.030,1236.380,11.135,0.909%,1,G,6
1925,ACB,B,2/7/2019,(7.5400),100,-754.000,1936,ACB,S,2/7/2019,7.8127 ,100,781.270,0.030,781.240,27.270,3.617%,0,G,6
1973,ADBE,B,2/7/2019,(252.1680),10,-2521.680,1974,ADBE,S,2/7/2019,251.1424 ,10,2511.424,0.050,2511.374,-10.256,-0.407%,0,L,6
